gen	nevals	avg     	std    	min  	max    
0  	200   	-741.92 	441.14 	-1000	40.4   
1  	200   	-509.44 	505.52 	-1000	40.4   
2  	200   	-286.8  	461.373	-1000	42.6   
3  	200   	-174.841	393.203	-1000	57.6667
4  	200   	-72.7048	282.76 	-1000	57.6667
5  	200   	-36.5737	221.209	-1000	57.6667
6  	200   	-14.4822	173.63 	-1000	57.6667
7  	200   	7.00748 	101.782	-1000	57.6667
8  	200   	19.4483 	13.2889	9.6  	106.222
9  	200   	20.9846 	14.1007	9.6  	106.222
10 	200   	22.674  	15.1206	9.6  	106.222
11 	200   	25.5776 	16.367 	9.6  	106.222
12 	200   	27.3738 	17.5994	9.6  	106.222
13 	200   	28.5216 	17.5392	9.6  	106.222
14 	200   	30.0113 	17.6999	9.6  	106.222
15 	200   	31.8897 	18.0015	9.6  	106.222
16 	200   	33.6726 	19.134 	9.6  	115    
17 	200   	34.968  	19.7566	9.7  	115    
18 	200   	35.7908 	19.5927	9.7  	115    
19 	200   	38.8573 	19.5963	9.7  	115    
20 	200   	40.0736 	19.7088	9.7  	115    
21 	200   	42.2433 	20.5003	9.7  	115    
22 	200   	44.2509 	21.6237	9.7  	115    
23 	200   	47.5455 	25.5006	9.7  	205    
24 	200   	51.0237 	26.443 	9.7  	205    
25 	200   	54.9693 	26.4359	10   	205    
26 	200   	56.3989 	26.4202	10   	205    
27 	200   	58.2663 	26.8603	10   	205    
28 	200   	62.9362 	30.1347	12   	222    
29 	200   	66.1257 	31.6911	12   	222    
30 	200   	69.9646 	36.3961	12   	238    
31 	200   	74.1085 	38.57  	12   	238    
32 	200   	79.1707 	42.274 	12   	238    
33 	200   	82.1844 	43.2937	17.3 	238    
34 	200   	85.8849 	45.0686	17.3 	238    
35 	200   	90.4177 	45.7494	17.3 	238    
36 	200   	94.6224 	46.1183	17.3 	238    
37 	200   	100.315 	46.993 	17.3 	238    
38 	200   	106.339 	49.3486	17.3 	238    
39 	200   	110.325 	48.9272	17.3 	238    
40 	200   	115.227 	49.342 	17.3 	238    
41 	200   	120.523 	49.116 	17.3 	238    
42 	200   	126.323 	51.1317	17.3 	238    
43 	200   	135.929 	52.5627	17.3 	238    
44 	200   	140.797 	51.9584	17.3 	238    
45 	200   	146.805 	50.6378	17.3 	238    
46 	200   	151.033 	49.6292	30   	238    
47 	200   	155.538 	51.0966	40.4 	238    
48 	200   	161.388 	51.6536	40.4 	243    
49 	200   	164.469 	51.5299	40.4 	243    
50 	200   	166.802 	52.0715	40.4 	243    